pmid,year,title,authors,journal,is_research_article,relative_citation_ratio,nih_percentile,human,animal,molecular_cellular,apt,is_clinical,citation_count,citations_per_year,expected_citations_per_year,field_citation_rate,provisional,x_coord,y_coord,cited_by_clin,cited_by,references,doi
6820582,1982,The nature of sources of bioelectric and biomagnetic fields.,R Plonsey,Biophys J,Yes,1.6,67.5,0.0,0.5,0.5,0.25,No,43,1.1025641025641026,0.6896039187392362,3.867280704202408,No,0.0,-0.5,[30895945],"[23503026, 19631271, 19005004, 3986402, 1915029, 30147144, 18983863, 19635972, 3580484, 10426407, 19639045, 3779008, 33571879, 26852113, 21753855, 24967282, 1761703, 3293913, 15351361, 29390616, 9667045, 27613652, 6393157, 6526407, 26302781, 15514904, 30895945, 10643725, 26764786, 29568042, 27391010, 14980555, 2245509, 6434091, 21048291, 23999176, 17215144, 17108178, 22796039, 19963870, 12376078, 19559091, 17544703]","[5482907, 5021223, 1116848, 428066, 7300469, 7382595, 7260298, 529811, 5582145, 4461667]",10.1016/S0006-3495(82)84521-9
3815627,1982,Bacteriology of experimental gingivitis in young adult humans.,"W E Moore, L V Holdeman, R M Smibert, I J Good, J A Burmeister, K G Palcanis, R R Ranney",Infect Immun,Yes,16.11,99.2,0.25,0.0,0.75,0.5,No,286,7.333333333333333,0.4553446030663232,2.441359207736315,No,-0.649519052838329,-0.125,"[2681676, 3053793, 2681673, 8034778, 25427325, 15016251, 31752836, 8510982, 10674956, 7806674, 2056455, 3422246, 12666710, 1507039, 2212087, 3054068, 15329381, 7775675, 11763952, 10477976, 2724028]","[12828659, 2129623, 3268755, 8426279, 3965393, 8518755, 3261302, 2681676, 9145906, 18954348, 8289216, 19161595, 17934077, 10737456, 3858969, 18063722, 1945493, 3053793, 16031452, 6376536, 23574462, 8814590, 8444059, 1945492, 3988344, 3861145, 2405268, 6500707, 2500719, 3053795, 9209025, 9573826, 8876594, 9118264, 3322616, 2681673, 16040725, 4056447, 3888842, 1854640, 3292595, 24212457, 9567948, 2768541, 8034778, 2934532, 11361180, 3112202, 2723104, 34216116, 9015565, 11686817, 24479635, 21966183, 18208474, 21501207, 9467399, 1937813, 2972820, 10921975, 3462383, 9249633, 8613377, 3889051, 8243346, 12656996, 15622660, 3889567, 21323699, 26733202, 1576024, 3422245, 24102761, 17277070, 3377498, 8387107, 9170270, 9567944, 9609381, 8426289, 20831580, 2821900, 1752997, 1336047, 2211506, 2258911, 7152665, 2553609, 3233559, 25427325, 12654101, 15016251, 29539710, 9763331, 11154414, 2695024, 7490347, 8336249, 2895100, 11039037, 31752836, 3481136, 2777378, 8510982, 11154402, 2961863, 3509967, 2087355, 15853935, 10674956, 1541534, 12354905, 2250284, 11034118, 2148945, 2685928, 11155172, 2915049, 25880819, 6201990, 8163739, 2088213, 3477763, 2324350, 3986717, 2768540, 29539859, 3078103, 1890219, 2670193, 2935614, 29926492, 7806674, 2056455, 16887542, 3860518, 6372039, 16672517, 3422246, 2955098, 9573805, 3478393, 2704977, 19089219, 12666710, 8890227, 8910839, 29532594, 8596672, 29926936, 1832455, 22304677, 29766652, 1610303, 8850584, 2955097, 3269993, 23772391, 12573111, 24031909, 23967169, 3475328, 9495607, 3114229, 2080431, 1507039, 2141877, 2142734, 2212087, 10204482, 10960022, 7948516, 32278683, 3457811, 3473414, 31275528, 9918250, 3178207, 10907552, 3865349, 9144043, 12588452, 8381176, 1691432, 3023239, 3422290, 8951632, 10423739, 9220164, 2661440, 11585783, 3458742, 10872401, 9060869, 2404030, 3130415, 8514392, 2974484, 2380356, 6585543, 9421312, 26058004, 11232771, 2054175, 3054068, 8596668, 25483866, 6241230, 6241228, 23766283, 6642641, 3522644, 2768538, 16081938, 17488440, 15322341, 10634585, 9573698, 8227451, 6480100, 3540569, 17596351, 9002879, 6387080, 15184929, 3768807, 11842941, 15329381, 10439028, 9673183, 10870474, 7775675, 2692602, 19089126, 3086711, 6588932, 7478755, 3060002, 22122551, 3078894, 8665477, 3465443, 9673163, 3245794, 11763952, 8932716, 8360358, 8355987, 8875032, 2777379, 26298018, 9529888, 8739174, 7989619, 24877244, 10100039, 2223612, 6409807, 2902012, 3054083, 3473219, 3271019, 9138199, 12636250, 3782029, 3330961, 1624618, 3818091, 2303572, 1372653, 3540019, 3287560, 3972441, 9573815, 34453488, 8521441, 8186083, 3057949, 20823215, 1719022, 1832453, 3464734, 10477976, 2724028, 7592327, 7808773]","[124337, 6274799, 4249999, 938032, 4533982, 528685, 14158464, 6975240, 5280139, 518236, 4598229, 1094033, 14296927, 16345555, 4224181, 7251132, 4254172, 14121956, 5266423, 711336, 711337]",10.1128/iai.38.2.651-667.1982
3648421,1982,"Minor and trace sterols in marine invertebrates. Isolation and structure elucidation of 24-methyl-5 alpha-cholesta-7,9(11), 24(28)-trien-3 beta-ol, the first naturally occurring delta 7,9(11) unsaturated marine sterol.","J Zielinski, T Milkova, S Popov, N Marekov, C Djerassi",Steroids,Yes,0.1,4.8,0.0,1.0,0.0,0.05,No,1,0.02564102564102564,0.26200205697259876,1.2644954750621145,No,0.8660254037844386,-0.5,,[9014348],[],10.1016/0039-128x(82)90138-6
3648421,1982,Computergraphics in cytodiagnosis.,"H E Dytch, P H Bartels, M Bibbo, F T Pishotta, G L Wied",Anal Quant Cytol,Yes,0.54,29.1,0.33,0.0,0.67,0.05,No,6,0.15384615384615385,0.28636255520663545,1.412776272334817,No,-0.5773502691896257,0.0,,"[3281692, 1734941, 7507673, 2929515, 7522452, 2425827]","[305266, 6163545, 364908, 4133110, 6183999, 7469204, 6950623, 6162305, 7425438, 281828, 6957100, 7469201, 7008582]",
3594713,1982,Sterols of the cultured euglenid Eutreptia viridis: a novel delta 23-unsaturated sterol.,"J Zielinski, W C Kokke, W Fenical, C Djerassi",Steroids,Yes,0.08,4.2,0.0,0.5,0.5,0.05,No,1,0.02564102564102564,0.30599809853991583,1.5322965708266365,No,0.0,-0.5,,[11140451],"[5003307, 4213487, 5500403]",10.1016/0039-128x(82)90018-6
3101232,1982,Temporal integration of vibrotactile patterns.,J C Craig,Percept Psychophys,Yes,1.06,52.4,1.0,0.0,0.0,0.05,No,19,0.48717948717948717,0.4599333612142367,2.469290685579142,No,0.0,1.0,[7596744],"[9055620, 7596744, 1857630, 8539094, 6657446, 26080756, 6874263, 16491714, 6622185, 11921120, 18394522, 12489662, 2522530, 3882802, 6483562, 8378136, 9682612, 6646966, 2300421]","[6445405, 14285445, 7422751, 7335449, 1029078, 6065466, 6444989, 6080634, 4689202, 1029083, 7122187, 766038]",10.3758/bf03206226
6687021,1981,Electrocardiographic body surface potential maps of the QRS of normal children.,"J Leibman, C W Thomas, Y Rudy, R Plonsey",J Electrocardiol,Yes,1.8,71.5,1.0,0.0,0.0,0.5,No,31,0.775,0.4314962790960216,2.370069893079837,No,0.0,1.0,"[15333080, 2254699]","[15333080, 3626012, 7622147, 3351407, 1999038, 10420697, 3948371, 3171459, 6754256, 3531661, 3397696, 2614316, 2090763, 2254699, 9350144, 17765076, 2939278, 2036782, 32118469, 4046654, 8218140, 6727028, 17272092, 15534833, 9313091, 8433054, 6848209, 2030552, 10864282, 12625605, 6502050]","[5482907, 832342, 5805979, 668061, 6444278, 6029039, 5923046]",10.1016/s0022-0736(81)80006-4
6892172,1981,An animal model for cicatrizing trachoma.,"H R Taylor, R A Prendergast, C R Dawson, J Schachter, A M Silverstein",Invest Ophthalmol Vis Sci,Yes,1.89,73.2,0.0,0.75,0.25,0.25,No,53,1.325,0.6994587844102138,4.030363188175112,No,0.43301270189221935,-0.5,,"[21987657, 9169733, 3571982, 2926323, 1375138, 3572039, 6609886, 4070906, 3192374, 6347330, 3485615, 6347329, 3009637, 23952906, 18199030, 7657540, 3539809, 8656050, 2539947, 1373404, 6841015, 7789415, 2707849, 8591904, 7866655, 9459493, 2645987, 1382112, 2464551, 11700815, 27370346, 4070909, 8666420, 2849533, 2476396, 23457650, 2843480, 18323583, 6749750, 3484473, 19494332, 2460073, 3595180, 7691749, 1452363, 6238106, 24274654, 20470052, 8185518, 8039923, 2671975, 3540122, 24733093]","[13884031, 435443, 4194879, 13776795, 4736938, 13694706, 4598224, 14004858, 1085162, 13880558, 4576503, 4813900, 4978598, 14050195, 4202663, 4367181, 4959127, 4915925, 14399528, 775692, 7387962]",
6820582,1981,Database technology in health care.,G Wiederhold,J Med Syst,Yes,0.18,8.9,0.0,0.0,0.0,0.05,No,7,0.175,0.9816242867448235,5.778658126245056,No,0.0,-0.75,,"[11861630, 7719803, 31666233, 10157219, 3180743, 3996900, 3838960]","[1157469, 793468, 842761, 1207467, 364084, 4559984, 5500374, 5714596, 5140223, 681819, 4437218, 738035, 738032, 10238495, 738036, 6987735, 678323, 11697375, 639495, 5902618, 891152, 1000975, 1104249, 4918714, 365439]",10.1007/BF02221994
7170750,1981,Bladder cancer diagnosis by image analysis of cells in voided urine using a small computer.,"A Sherman, L G Koss, S Adams, K Schreiber, H F Moussouris, S Z Freed, P H Bartels, G L Wied",Anal Quant Cytol,Yes,1.53,66.0,1.0,0.0,0.0,0.25,No,23,0.575,0.37544605504799977,2.022783204345516,No,0.0,1.0,,"[6465696, 6386387, 6651015, 7182757, 2662557, 26392002, 2039341, 9000583, 20490066, 2419061, 30929755, 27543866, 3863429, 2742716, 8693885, 2916296, 6205620, 3778610, 7523643, 3281691, 31412169, 3778611, 11693557]","[7425437, 324217, 7447181, 364908, 1099854, 6155204, 364907, 5241460, 324216, 6942628, 5796385, 364909, 7447182, 294764, 6990848]",
6687021,1981,Magnetic field resulting from action currents on cylindrical fibres.,R Plonsey,Med Biol Eng Comput,Yes,0.83,43.3,0.0,0.0,1.0,0.05,No,11,0.275,0.33233091733816544,1.7556421952972028,No,-0.8660254037844386,-0.5,[2410224],"[6760371, 7319709, 2410224, 30138376, 1385088, 7139030, 7156851, 7128708, 3657208, 1893755, 20404030]","[5863436, 20281590, 5383732, 310379, 4461667]",10.1007/BF02442550
3990522,1981,Baroreceptor regulation of heart rate in baboons during different behavioral states.,"R B Stephenson, O A Smith, A M Scher",Am J Physiol,Yes,1.78,71.1,0.0,0.67,0.33,0.25,No,34,0.85,0.4786459354600693,2.662208743757796,No,0.28867513459481287,-0.5,"[15857327, 8835624]","[1818666, 8273730, 15857327, 3763786, 6292394, 3351193, 2784946, 6329435, 8835624, 2750964, 9815070, 3321967, 6505049, 6635106, 2575772, 3035411, 2727216, 8418738, 3794179, 3945707, 3121505, 6645109, 29311801, 9401419, 6370102, 6380312, 1986391, 1796135, 2032392, 6758637, 1660159, 6424557, 3728702, 3942251]","[5901176, 107812, 5477617, 4326995, 4668694, 1251915, 14005012, 881647, 5409868, 4303309, 5914852, 5160463, 4311777, 690939, 4400823, 5846930, 14270571, 4624910, 5559629, 5507026, 426096, 5084879]",10.1152/ajpregu.1981.241.5.R277
3197400,1981,Computer analysis of microscopic images: application in cytopathology.,"G L Wied, M Bibbo, P H Bartels",Pathol Annu,Yes,0.39,20.7,1.0,0.0,0.0,0.05,No,5,0.125,0.32434092080414,1.7061362479717639,No,0.0,1.0,,"[11349221, 18412785, 2912931, 16955473, 20490056]",[],
2508274,1981,AP measurements of short-term adaptation in normal and in acoustically traumatized ears.,"M P Gorga, P J Abbas",J Acoust Soc Am,Yes,3.29,87.3,0.0,0.67,0.33,0.25,No,43,1.075,0.3265667622361683,1.7199275416499924,No,0.28867513459481287,-0.5,,"[3611509, 3745021, 8609287, 9104021, 8575994, 3350775, 12880040, 7607984, 11831801, 7334171, 3610848, 8340278, 1629479, 8865635, 8550937, 3989103, 15953515, 6826893, 4066522, 3655111, 4019331, 2930367, 2312419, 3973230, 6096430, 8701543, 2708147, 3997676, 14574431, 3282752, 1793388, 7176620, 12204351, 4077744, 19840841, 11222972, 2066283, 17391881, 6736416, 6668255, 27135042, 7130538, 6746419]","[4819862, 422817, 7442154, 979204, 5679937, 670542, 422812, 744840, 7373369, 171003, 13381276, 6055355, 1125344, 4443483, 1254787, 485951, 422811, 711993, 7462471, 479921, 7358915, 4780806, 175105, 521398, 4809949, 903799]",10.1121/1.387145
2592364,1981,Tactile letter recognition: pattern duration and modes of pattern generation.,J C Craig,Percept Psychophys,Yes,0.95,48.2,1.0,0.0,0.0,0.25,No,21,0.525,0.5545955335877122,3.1327917769648215,No,0.0,1.0,[19360477],"[1857630, 6874253, 32051455, 26183014, 17455756, 6874263, 8871227, 21585495, 11916294, 26510760, 2522530, 3834395, 3786098, 19360477, 8378136, 7177760, 7155729, 3882802, 8823988, 22084044, 7122187]","[5160018, 14285438, 850791, 6444989]",10.3758/bf03202007
7170750,1980,Cytomorphometric markers for uterine cancer in intermediate cells.,"G L Wied, P H Bartels, M Bibbo, J J Sychra",Anal Quant Cytol,Yes,4.63,92.5,1.0,0.0,0.0,0.5,No,73,1.7804878048780488,0.3848718457685395,2.3559164799838057,No,0.0,1.0,"[15218692, 15382668, 9154310]","[2765075, 3281692, 2275865, 2408527, 4090124, 8534331, 2425826, 3524391, 7525512, 3803099, 6957100, 3556101, 17975489, 1388570, 3941268, 2656497, 2614086, 7165181, 24772188, 7149486, 8043164, 7823604, 6465697, 3314891, 6513718, 2929515, 15218690, 12746974, 1689162, 8750354, 15218692, 15229860, 17067006, 15382668, 3778614, 7044016, 9870102, 6163545, 6957103, 4037995, 8562458, 6197176, 6950623, 28693007, 12632019, 7848876, 3522138, 2272250, 16087328, 9154310, 15734950, 16447817, 7766270, 7766269, 6592914, 2153324, 1688372, 3987954, 15457673, 8621186, 6485120, 6162305, 1705494, 2765074, 9801758, 15794448, 6084969, 9306966, 6762124, 3281691, 3549532, 3053070, 7993824]","[4129935, 14479605, 281828, 4098530, 543575, 364904]",
2446620,1994,The protein threading problem with sequence amino acid interaction preferences is NP-complete.,R H Lathrop,Protein Eng,Yes,3.33,87.5,0.0,0.0,1.0,0.05,No,127,4.703703703703703,1.410805882264636,5.830587996416185,No,-0.8660254037844386,-0.5,,"[19580523, 18844985, 10746000, 24444459, 16393147, 25546158, 9278056, 19463181, 19289211, 8869632, 9032057, 8710830, 15609341, 9773353, 12943844, 22509779, 9094322, 8867324, 19435524, 15478462, 15146497, 8568903, 19159484, 23422424, 22821594, 22693216, 20639543, 15073017, 18727838, 9927481, 18759993, 27330543, 10368278, 15290783, 9278060, 9866450, 22583488, 18075160, 11153094, 12691985, 24272431, 19077267, 7587278, 23286762, 9358168, 8743693, 34112081, 8566539, 12385998, 15215446, 20047663, 20307279, 8566533, 18945684, 7583096, 10450087, 20377457, 27376004, 7579655, 9080191, 7749925, 12402359, 8819751, 10713986, 14579349, 10582575, 17130161, 12676976, 8768901, 22812415, 29401952, 16478803, 16385554, 30918754, 31799421, 10944398, 9428653, 9890141, 8795040, 16447982, 22415040, 8805507, 18487293, 21358007, 10395828, 27493524, 12096115, 15272439, 12214313, 8800466, 22166105, 10829230, 15849316, 10463075, 9769221, 19167704, 27188396, 24266981, 21342587, 9918946, 27747607, 9541869, 10068693, 9021270, 25043646, 15215530, 8662544, 21464513, 24117467, 18492720, 23702541, 18549304, 32637398, 8819165, 31870277, 12784212, 17085850, 11599028, 14560049, 16859318, 16381602, 17147478, 19734152, 10642876, 33926372, 18075163, 7648326]","[8229096, 8497488, 2074728, 1608464, 1614539, 1404392, 6823300, 2121999, 1409553, 6673769, 1853201, 21488406, 1409599, 2381905, 8515448, 2769748, 8433995, 8281132, 1538787, 2359125, 8401209, 2021616, 8281131, 1603814, 8355272, 2046752, 1522587]",10.1093/protein/7.9.1059
3384094,1994,Alterations in TRH receptors in temporal lobe of schizophrenics: a quantitative autoradiographic study.,"N Lexow, J N Joyce, S J Kim, J Phillips, M F Casanova, E D Bird, J E Kleinman, A Winokur",Synapse,Yes,0.21,10.8,1.0,0.0,0.0,0.05,No,7,0.25925925925925924,1.2152196525248118,4.792209856937763,No,0.0,1.0,,"[11169995, 19539659, 17698040, 15207279, 10098631, 8704060, 8884034]","[3382322, 1313605, 6474172, 402794, 5527248, 2859637, 804706, 2405807, 4853159, 6864202, 6646345, 2850625, 2862926, 2973147, 3351196, 6136092, 2454247, 7180695, 432632, 3689096, 627626, 972204, 1539064, 1906119, 6106916, 6093073, 53351, 22291397, 6824955, 6276624, 14907713, 6621699, 3982715, 3932091, 2501817, 4090943, 2894510, 65364, 2932539, 4130491, 3492982, 3734871, 18149447, 3803399, 7086484, 7121591, 41609, 11224165, 119887, 2945207, 2501767, 1695402, 817373, 3104814, 6527768, 6136543, 3010178, 2378923, 2981297, 112944, 804702, 7329546, 98128, 6725750, 3097570, 2879262, 6864200, 2037717, 6640364, 7264718, 3438708, 3412596, 6171630, 3201176, 2104988, 2581284, 2717061, 644310, 4123318, 3675129, 2818139, 4106861]",10.1002/syn.890180407
3222253,1994,Visual slow brain potentials in children with attention deficit disorder.,"J E Newton, D M Oglesby, P T Ackerman, R A Dykman",Integr Physiol Behav Sci,Yes,0.5,26.8,1.0,0.0,0.0,0.25,No,9,0.3333333333333333,0.6731409412329964,1.9142839189470209,No,0.0,1.0,[11330492],"[12705431, 11103472, 9844429, 26421914, 11230624, 11330492, 14696728, 17016156, 12559225]","[2274620, 7175040, 1699736, 6619441, 6830468, 2054296, 4536411, 2010680, 2629015, 23967818, 7375925, 7081495, 2769555, 7264056, 3051073, 7452214, 2075028, 4900822, 5805741, 1419869, 23967812, 1984764, 4089092, 2266220, 7384345, 1583591]",10.1007/BF02691280
2446620,1994,Reversal of coronary atherosclerosis. Clinical promise as the basis for noninvasive management of coronary artery disease.,K L Gould,Circulation,No,1.37,62.1,1.0,0.0,0.0,0.75,No,41,1.5185185185185186,1.1069399689237407,4.217347012296,No,0.0,1.0,"[7674504, 16945749, 9740484, 10813375, 8705091, 8974213]","[9420794, 12269523, 9867761, 9072289, 8970509, 9618525, 8750246, 9594932, 7674504, 7658879, 16945749, 9740484, 9766343, 9530287, 10813375, 16246651, 10739719, 8705091, 32613475, 8974213, 7572683, 7500065, 8078169, 9559448, 15052249, 9869668, 10420871, 9134442, 9684847, 9117137, 8572432, 8669158, 8542888, 9226456, 10688415, 9192327, 8862316, 8829951, 12714561, 8952865, 9714098]","[1394924, 8124825, 8335815, 8462080, 2723067, 2310651, 1512334, 2784361, 3093861, 6848315, 2105664, 1732377, 7261488, 1537085, 8106687, 2407762, 8354794, 1512911, 8106688, 7127705, 2035434, 2968469, 3574413, 8281693, 8436752, 3379219, 8281679, 1860194, 1894868, 760474, 1894870, 3936342, 2222103, 8353925, 8124838, 6137292, 3680531, 2110036, 1347091, 2104784, 8149547, 3293842, 8504494, 3295315, 8124786, 707289, 3191596, 2212351, 2297853, 3941196, 6578675, 8295317, 1586782, 1617765, 1346980, 8133621, 8419004, 8488775, 83793, 3486053, 2243429, 8281670, 2309917, 3293119, 1973470, 623019, 2137151, 1884490, 623018, 8149518, 6700670, 1552116, 2571862, 8106695, 8141866, 2013147, 2205799, 1516187, 1991363, 8277084, 8245340, 3106833, 2305682, 4808557, 8436762, 8423665, 6848553, 2785440, 6725553, 13052433, 8417074, 2460269, 6482932, 3485669, 1416556, 8277099, 8423209, 1550011, 8294686, 8281659, 2040054, 2809008, 2215615, 5108403, 2013799, 1727977, 1591819, 1516158, 1617762, 2212352, 3534337, 10151016, 8353924, 2243428, 7075301, 10150937, 2809743, 8484829, 1729343, 8255192, 8462157, 1934373, 10151028]",10.1161/01.cir.90.3.1558
3495268,1994,Protein classification by stochastic modeling and optimal filtering of amino-acid sequences.,"J V White, C M Stultz, T F Smith",Math Biosci,Yes,2.36,79.7,0.0,0.0,1.0,0.05,No,106,3.925925925925926,1.6615515780112529,7.161810799667448,No,-0.8660254037844386,-0.5,,"[22296664, 11522252, 15785851, 17846117, 7984429, 9182991, 9211931, 18628290, 9079911, 11371466, 15221447, 12075014, 11926818, 17166267, 15231853, 9382568, 9784348, 10421527, 10650904, 11423429, 7833593, 11312661, 8453370, 18807174, 9865944, 10627549, 9866450, 9761730, 9748274, 17596181, 8790474, 11463790, 11937640, 10861936, 9918945, 8892819, 12924949, 8913301, 31505344, 15379328, 12448766, 9568910, 20123579, 9261399, 11401444, 14656434, 10933790, 28432981, 16552029, 8891955, 23771396, 15629048, 9710573, 10363373, 16525042, 12211033, 10824105, 16790812, 16585527, 9201716, 16030225, 12890554, 11493006, 9511762, 10218591, 9761933, 9310288, 16428392, 7568000, 16385006, 10585495, 9526061, 9442110, 9521871, 9769220, 10850801, 12068064, 11430398, 12723687, 12889816, 18438683, 9584116, 17307943, 11447688, 9566735, 9763452, 9729730, 11423010, 12423370, 14644043, 15601703, 11242542, 8676741, 11518754, 8804822, 9841738, 22828936, 11004566, 11827485, 9109422, 9418882, 9840287, 11016417, 10735562, 8902360, 10666716]","[3172241, 7020376, 4358939, 2177893, 8453370, 4124164, 1872378, 2706403, 2172962, 3293582, 3381086, 2911565, 6667333, 2296575, 3681998, 1853201, 3656427, 642007, 2381905]",10.1016/0025-5564(94)90004-3
